"","or","lower","upper","p.val"
"1",0.127083684644004,0.10989063775894,0.146966686444429,0
"2",0.902624390915192,0.650140640575013,1.25316083971375,0.547307673874512
"3",1.05319510394365,0.923312306897234,1.20134857803248,0.445700317210758
"4",1.04942454571565,0.908931014168259,1.21163417243305,0.512147892728914
"5",1.26261615126339,1.01963528271234,1.56349978512946,0.0509027812767671
"6",2.09222943004344,1.84764173924194,2.36919522598352,3.37507799486048e-14
"7",1.17769041533156,0.763313759031481,1.81701783565863,0.460086242444671
"8",1.43266594931999,0.978356406976928,2.09793865272797,0.0728662773764368
"9",0.60159317393811,0.540996282586431,0.668977511635874,0
"10",0.271263356710718,0.237766971425508,0.309478680965662,0
"11",0.440246734842729,0.137676667455134,1.40777076553545,0.166594460246598
"12",0.632440241951986,0.56843878649074,0.703647726274222,0
"13",2.79115583436074e-05,4.89691587122856e-06,0.000159090968612689,0
"14",1.38493431509324,1.23084832274131,1.55830984345088,6.36316352942146e-08
"15",1.34073330277946,0.571749040595598,3.14397692265362,0.500126941070188
"16",1.02426260157404,0.683165911971615,1.53566484890248,0.907640202702891
"17",0.349488782079689,0.266509326706739,0.458304444008999,3.01980662698043e-14
"18",0.766493694115939,0.635420646596413,0.924604175622039,0.00546315276076292
"19",0.612233329148929,0.516643337120915,0.725509500247471,1.49000851656922e-08
"20",0.872391941977069,0.572648597119325,1.32903093494864,0.525042195750217
